200215 134232.690|CONFIG|Thread-4|setFileHandlers|Now logging to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/logs directory.
200215 151044.231|INFO|Thread-157|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #244 SERVER0 @ site 1 -> TEAM5 @ site 1
200215 151044.953|INFO|Thread-158|info| receiveObject(S) start got Packet[RUN_CHECKOUT_NOTIFICATION] #249 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 151044.954|INFO|Thread-158|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #249, o#249 ) recieveObject
200215 151044.954|INFO|Thread-158|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 151044.954|INFO|Thread-158|dumpPacket|    To: JUDGE2 @ site 1
200215 151044.954|INFO|Thread-158|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE2 @ site 1
200215 151044.954|INFO|Thread-158|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 17 BEING_JUDGED 10 min 642330ms from TEAM5 @ site 1 id Run--1646300945741265004 problem Guoliang-6834039785409387591 lang Java-7638789713309008913
200215 151044.954|INFO|Thread-158|info|handlePacket start Packet[RUN_CHECKOUT_NOTIFICATION] #249 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 151044.954|INFO|Thread-158|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #249, o#249 ) handlePacket
200215 151044.954|INFO|Thread-158|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 151044.954|INFO|Thread-158|dumpPacket|    To: JUDGE2 @ site 1
200215 151044.954|INFO|Thread-158|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE2 @ site 1
200215 151044.954|INFO|Thread-158|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 17 BEING_JUDGED 10 min 642330ms from TEAM5 @ site 1 id Run--1646300945741265004 problem Guoliang-6834039785409387591 lang Java-7638789713309008913
200215 151044.955|INFO|Thread-158|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=CHECKEDOUT_RUN; msg=null; run=Run 17 BEING_JUDGED 10 min 642330ms from TEAM5 @ site 1 id Run--1646300945741265004 problem Guoliang-6834039785409387591 lang Java-7638789713309008913; runFiles=null
200215 151044.955|INFO|Thread-158|runChanged|Event not for me: sent to JUDGE2 @ site 1 but my ID is ADMINISTRATOR1 @ site 1
200215 151044.972|INFO|Thread-158|info|handlePacket end Packet[RUN_CHECKOUT_NOTIFICATION] #249 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 151044.972|INFO|Thread-158|info| receiveObject(S) end   got Packet[RUN_CHECKOUT_NOTIFICATION] #249 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 151045.426|INFO|Thread-159|info| receiveObject(S) start got Packet[RUN_CHECKOUT_NOTIFICATION] #251 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 151045.427|INFO|Thread-159|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #251, o#251 ) recieveObject
200215 151045.427|INFO|Thread-159|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 151045.428|INFO|Thread-159|dumpPacket|    To: JUDGE1 @ site 1
200215 151045.428|INFO|Thread-159|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 151045.428|INFO|Thread-159|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 18 BEING_JUDGED 10 min 642470ms from TEAM13 @ site 1 id Run--610401849057119885 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 151045.428|INFO|Thread-159|info|handlePacket start Packet[RUN_CHECKOUT_NOTIFICATION] #251 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 151045.428|INFO|Thread-159|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #251, o#251 ) handlePacket
200215 151045.428|INFO|Thread-159|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 151045.428|INFO|Thread-159|dumpPacket|    To: JUDGE1 @ site 1
200215 151045.428|INFO|Thread-159|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 151045.428|INFO|Thread-159|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 18 BEING_JUDGED 10 min 642470ms from TEAM13 @ site 1 id Run--610401849057119885 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 151045.429|INFO|Thread-159|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=CHECKEDOUT_RUN; msg=null; run=Run 18 BEING_JUDGED 10 min 642470ms from TEAM13 @ site 1 id Run--610401849057119885 problem Aran-6131645633740264719 lang Java-7638789713309008913; runFiles=null
200215 151045.429|INFO|Thread-159|runChanged|Event not for me: sent to JUDGE1 @ site 1 but my ID is ADMINISTRATOR1 @ site 1
200215 151045.442|INFO|Thread-159|info|handlePacket end Packet[RUN_CHECKOUT_NOTIFICATION] #251 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 151045.442|INFO|Thread-159|info| receiveObject(S) end   got Packet[RUN_CHECKOUT_NOTIFICATION] #251 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 151046.689|INFO|Thread-160|info| receiveObject(S) start got Packet[RUN_JUDGEMENT_UPDATE] #252 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 151046.690|INFO|Thread-160|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #252, o#252 ) recieveObject
200215 151046.690|INFO|Thread-160|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 151046.691|INFO|Thread-160|dumpPacket|    To: SERVER0 @ site 0
200215 151046.691|INFO|Thread-160|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 151046.691|INFO|Thread-160|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 18 MANUAL_REVIEW 10 min 642470ms from TEAM13 @ site 1 id Run--610401849057119885 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 151046.691|INFO|Thread-160|info|handlePacket start Packet[RUN_JUDGEMENT_UPDATE] #252 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 151046.691|INFO|Thread-160|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #252, o#252 ) handlePacket
200215 151046.691|INFO|Thread-160|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 151046.691|INFO|Thread-160|dumpPacket|    To: SERVER0 @ site 0
200215 151046.691|INFO|Thread-160|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 151046.691|INFO|Thread-160|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 18 MANUAL_REVIEW 10 min 642470ms from TEAM13 @ site 1 id Run--610401849057119885 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 151046.691|INFO|Thread-160|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 18 MANUAL_REVIEW 10 min 642470ms from TEAM13 @ site 1 id Run--610401849057119885 problem Aran-6131645633740264719 lang Java-7638789713309008913; runFiles=null
200215 151046.692|INFO|Thread-160|runChanged|Event not for me: sent to null but my ID is ADMINISTRATOR1 @ site 1
200215 151046.706|INFO|Thread-160|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT_UPDATE] #252 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 151047.616|INFO|Thread-161|info| receiveObject(S) start got Packet[RUN_JUDGEMENT_UPDATE] #253 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 151047.616|INFO|Thread-161|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #253, o#253 ) recieveObject
200215 151047.616|INFO|Thread-161|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 151047.616|INFO|Thread-161|dumpPacket|    To: SERVER0 @ site 0
200215 151047.617|INFO|Thread-161|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE2 @ site 1
200215 151047.617|INFO|Thread-161|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 17 MANUAL_REVIEW 10 min 642330ms from TEAM5 @ site 1 id Run--1646300945741265004 problem Guoliang-6834039785409387591 lang Java-7638789713309008913
200215 151047.617|INFO|Thread-161|info|handlePacket start Packet[RUN_JUDGEMENT_UPDATE] #253 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 151047.617|INFO|Thread-161|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #253, o#253 ) handlePacket
200215 151047.617|INFO|Thread-161|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 151047.617|INFO|Thread-161|dumpPacket|    To: SERVER0 @ site 0
200215 151047.617|INFO|Thread-161|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE2 @ site 1
200215 151047.617|INFO|Thread-161|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 17 MANUAL_REVIEW 10 min 642330ms from TEAM5 @ site 1 id Run--1646300945741265004 problem Guoliang-6834039785409387591 lang Java-7638789713309008913
200215 151047.617|INFO|Thread-161|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 17 MANUAL_REVIEW 10 min 642330ms from TEAM5 @ site 1 id Run--1646300945741265004 problem Guoliang-6834039785409387591 lang Java-7638789713309008913; runFiles=null
200215 151047.618|INFO|Thread-161|runChanged|Event not for me: sent to null but my ID is ADMINISTRATOR1 @ site 1
200215 151047.638|INFO|Thread-161|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT_UPDATE] #253 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 151057.523|INFO|Thread-162|info| receiveObject(S) start got Packet[RUN_CHECKOUT_NOTIFICATION] #255 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 151057.523|INFO|Thread-162|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #255, o#255 ) recieveObject
200215 151057.523|INFO|Thread-162|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 151057.523|INFO|Thread-162|dumpPacket|    To: JUDGE1 @ site 1
200215 151057.523|INFO|Thread-162|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 151057.523|INFO|Thread-162|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 18 BEING_JUDGED 10 min 642470ms from TEAM13 @ site 1 id Run--610401849057119885 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 151057.523|INFO|Thread-162|info|handlePacket start Packet[RUN_CHECKOUT_NOTIFICATION] #255 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 151057.523|INFO|Thread-162|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #255, o#255 ) handlePacket
200215 151057.524|INFO|Thread-162|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 151057.524|INFO|Thread-162|dumpPacket|    To: JUDGE1 @ site 1
200215 151057.524|INFO|Thread-162|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 151057.524|INFO|Thread-162|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 18 BEING_JUDGED 10 min 642470ms from TEAM13 @ site 1 id Run--610401849057119885 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 151057.524|INFO|Thread-162|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=CHECKEDOUT_RUN; msg=null; run=Run 18 BEING_JUDGED 10 min 642470ms from TEAM13 @ site 1 id Run--610401849057119885 problem Aran-6131645633740264719 lang Java-7638789713309008913; runFiles=null
200215 151057.524|INFO|Thread-162|runChanged|Event not for me: sent to JUDGE1 @ site 1 but my ID is ADMINISTRATOR1 @ site 1
200215 151057.554|INFO|Thread-162|info|handlePacket end Packet[RUN_CHECKOUT_NOTIFICATION] #255 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 151057.554|INFO|Thread-162|info| receiveObject(S) end   got Packet[RUN_CHECKOUT_NOTIFICATION] #255 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 151059.950|INFO|Thread-163|info| receiveObject(S) start got Packet[RUN_JUDGEMENT_UPDATE] #257 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 151059.950|INFO|Thread-163|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #257, o#257 ) recieveObject
200215 151059.950|INFO|Thread-163|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 151059.950|INFO|Thread-163|dumpPacket|    To: SERVER0 @ site 0
200215 151059.951|INFO|Thread-163|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 151059.951|INFO|Thread-163|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 18 JUDGED 10 min 642470ms from TEAM13 @ site 1 id Run--610401849057119885 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 151059.951|INFO|Thread-163|info|handlePacket start Packet[RUN_JUDGEMENT_UPDATE] #257 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 151059.951|INFO|Thread-163|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #257, o#257 ) handlePacket
200215 151059.952|INFO|Thread-163|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 151059.952|INFO|Thread-163|dumpPacket|    To: SERVER0 @ site 0
200215 151059.952|INFO|Thread-163|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 151059.952|INFO|Thread-163|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 18 JUDGED 10 min 642470ms from TEAM13 @ site 1 id Run--610401849057119885 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 151059.952|INFO|Thread-163|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 18 JUDGED 10 min 642470ms from TEAM13 @ site 1 id Run--610401849057119885 problem Aran-6131645633740264719 lang Java-7638789713309008913; runFiles=null
200215 151059.952|INFO|Thread-163|runChanged|Event not for me: sent to null but my ID is ADMINISTRATOR1 @ site 1
200215 151059.974|INFO|Thread-163|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT_UPDATE] #257 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 151100.683|INFO|Thread-164|info| receiveObject(S) start got Packet[RUN_CHECKOUT_NOTIFICATION] #259 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 151100.683|INFO|Thread-164|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #259, o#259 ) recieveObject
200215 151100.684|INFO|Thread-164|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 151100.684|INFO|Thread-164|dumpPacket|    To: JUDGE1 @ site 1
200215 151100.684|INFO|Thread-164|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 151100.684|INFO|Thread-164|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 17 BEING_JUDGED 10 min 642330ms from TEAM5 @ site 1 id Run--1646300945741265004 problem Guoliang-6834039785409387591 lang Java-7638789713309008913
200215 151100.684|INFO|Thread-164|info|handlePacket start Packet[RUN_CHECKOUT_NOTIFICATION] #259 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 151100.684|INFO|Thread-164|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #259, o#259 ) handlePacket
200215 151100.684|INFO|Thread-164|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 151100.684|INFO|Thread-164|dumpPacket|    To: JUDGE1 @ site 1
200215 151100.684|INFO|Thread-164|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 151100.684|INFO|Thread-164|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 17 BEING_JUDGED 10 min 642330ms from TEAM5 @ site 1 id Run--1646300945741265004 problem Guoliang-6834039785409387591 lang Java-7638789713309008913
200215 151100.685|INFO|Thread-164|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=CHECKEDOUT_RUN; msg=null; run=Run 17 BEING_JUDGED 10 min 642330ms from TEAM5 @ site 1 id Run--1646300945741265004 problem Guoliang-6834039785409387591 lang Java-7638789713309008913; runFiles=null
200215 151100.685|INFO|Thread-164|runChanged|Event not for me: sent to JUDGE1 @ site 1 but my ID is ADMINISTRATOR1 @ site 1
200215 151100.723|INFO|Thread-164|info|handlePacket end Packet[RUN_CHECKOUT_NOTIFICATION] #259 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 151100.724|INFO|Thread-164|info| receiveObject(S) end   got Packet[RUN_CHECKOUT_NOTIFICATION] #259 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 151109.393|INFO|Thread-165|info| receiveObject(S) start got Packet[RUN_JUDGEMENT_UPDATE] #261 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 151109.394|INFO|Thread-165|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #261, o#261 ) recieveObject
200215 151109.395|INFO|Thread-165|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.94.0.1) (Contest Id: Default-3737554909911913459)
200215 151109.395|INFO|Thread-165|dumpPacket|    To: SERVER0 @ site 0
200215 151109.395|INFO|Thread-165|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 151109.395|INFO|Thread-165|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 17 JUDGED 10 min 642330ms from TEAM5 @ site 1 id Run--1646300945741265004 problem Guoliang-6834039785409387591 lang Java-7638789713309008913
200215 151109.395|INFO|Thread-165|info|handlePacket start Packet[RUN_JUDGEMENT_UPDATE] #261 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 151109.396|INFO|Thread-165|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #261, o#261 ) handlePacket
200215 151109.396|INFO|Thread-165|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.94.0.1) (Contest Id: Default-3737554909911913459)
200215 151109.396|INFO|Thread-165|dumpPacket|    To: SERVER0 @ site 0
200215 151109.396|INFO|Thread-165|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 151109.396|INFO|Thread-165|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 17 JUDGED 10 min 642330ms from TEAM5 @ site 1 id Run--1646300945741265004 problem Guoliang-6834039785409387591 lang Java-7638789713309008913
200215 151109.396|INFO|Thread-165|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 17 JUDGED 10 min 642330ms from TEAM5 @ site 1 id Run--1646300945741265004 problem Guoliang-6834039785409387591 lang Java-7638789713309008913; runFiles=null
200215 151109.396|INFO|Thread-165|runChanged|Event not for me: sent to null but my ID is ADMINISTRATOR1 @ site 1
200215 151109.410|INFO|Thread-165|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT_UPDATE] #261 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 151316.463|INFO|Thread-166|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #262 SERVER0 @ site 1 -> TEAM5 @ site 1
200215 151316.463|INFO|Thread-166|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #262, o#262 ) recieveObject
200215 151316.464|INFO|Thread-166|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 151316.464|INFO|Thread-166|dumpPacket|    To: TEAM5 @ site 1
200215 151316.464|INFO|Thread-166|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 19 QUEUED_FOR_COMPUTER_JUDGEMENT 13 min 794610ms from TEAM5 @ site 1 id Run--1228520271466736753 problem Emilio--1343789064720061820 lang Java-7638789713309008913
200215 151316.464|INFO|Thread-166|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #262 SERVER0 @ site 1 -> TEAM5 @ site 1
200215 151316.464|INFO|Thread-166|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #262, o#262 ) handlePacket
200215 151316.464|INFO|Thread-166|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 151316.464|INFO|Thread-166|dumpPacket|    To: TEAM5 @ site 1
200215 151316.464|INFO|Thread-166|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 19 QUEUED_FOR_COMPUTER_JUDGEMENT 13 min 794610ms from TEAM5 @ site 1 id Run--1228520271466736753 problem Emilio--1343789064720061820 lang Java-7638789713309008913
200215 151316.465|INFO|Thread-166|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #262 SERVER0 @ site 1 -> TEAM5 @ site 1
200215 151316.545|INFO|Thread-167|info| receiveObject(S) start got Packet[RUN_CHECKOUT_NOTIFICATION] #265 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 151316.546|INFO|Thread-167|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #265, o#265 ) recieveObject
200215 151316.546|INFO|Thread-167|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 151316.546|INFO|Thread-167|dumpPacket|    To: JUDGE1 @ site 1
200215 151316.546|INFO|Thread-167|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 151316.546|INFO|Thread-167|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 19 BEING_JUDGED 13 min 794610ms from TEAM5 @ site 1 id Run--1228520271466736753 problem Emilio--1343789064720061820 lang Java-7638789713309008913
200215 151316.546|INFO|Thread-167|info|handlePacket start Packet[RUN_CHECKOUT_NOTIFICATION] #265 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 151316.546|INFO|Thread-167|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #265, o#265 ) handlePacket
200215 151316.546|INFO|Thread-167|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 151316.546|INFO|Thread-167|dumpPacket|    To: JUDGE1 @ site 1
200215 151316.546|INFO|Thread-167|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 151316.546|INFO|Thread-167|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 19 BEING_JUDGED 13 min 794610ms from TEAM5 @ site 1 id Run--1228520271466736753 problem Emilio--1343789064720061820 lang Java-7638789713309008913
200215 151316.547|INFO|Thread-167|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=CHECKEDOUT_RUN; msg=null; run=Run 19 BEING_JUDGED 13 min 794610ms from TEAM5 @ site 1 id Run--1228520271466736753 problem Emilio--1343789064720061820 lang Java-7638789713309008913; runFiles=null
200215 151316.547|INFO|Thread-167|runChanged|Event not for me: sent to JUDGE1 @ site 1 but my ID is ADMINISTRATOR1 @ site 1
200215 151316.560|INFO|Thread-167|info|handlePacket end Packet[RUN_CHECKOUT_NOTIFICATION] #265 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 151316.560|INFO|Thread-167|info| receiveObject(S) end   got Packet[RUN_CHECKOUT_NOTIFICATION] #265 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 151317.778|INFO|Thread-168|info| receiveObject(S) start got Packet[RUN_JUDGEMENT_UPDATE] #266 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 151317.778|INFO|Thread-168|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #266, o#266 ) recieveObject
200215 151317.778|INFO|Thread-168|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 151317.778|INFO|Thread-168|dumpPacket|    To: SERVER0 @ site 0
200215 151317.778|INFO|Thread-168|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 151317.779|INFO|Thread-168|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 19 MANUAL_REVIEW 13 min 794610ms from TEAM5 @ site 1 id Run--1228520271466736753 problem Emilio--1343789064720061820 lang Java-7638789713309008913
200215 151317.779|INFO|Thread-168|info|handlePacket start Packet[RUN_JUDGEMENT_UPDATE] #266 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 151317.779|INFO|Thread-168|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #266, o#266 ) handlePacket
200215 151317.779|INFO|Thread-168|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 151317.779|INFO|Thread-168|dumpPacket|    To: SERVER0 @ site 0
200215 151317.779|INFO|Thread-168|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 151317.779|INFO|Thread-168|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 19 MANUAL_REVIEW 13 min 794610ms from TEAM5 @ site 1 id Run--1228520271466736753 problem Emilio--1343789064720061820 lang Java-7638789713309008913
