200215 134232.950|CONFIG|Thread-3|setFileHandlers|Now logging to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/logs directory.
200215 150533.058|INFO|Thread-31|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #129 SERVER0 @ site 1 -> TEAM8 @ site 1
200215 150533.058|INFO|Thread-31|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #129, o#129 ) handlePacket
200215 150533.058|INFO|Thread-31|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 150533.058|INFO|Thread-31|dumpPacket|    To: TEAM8 @ site 1
200215 150533.058|INFO|Thread-31|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 5 QUEUED_FOR_COMPUTER_JUDGEMENT 5 min 331363ms from TEAM8 @ site 1 id Run-1280937006300585278 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 150533.058|INFO|Thread-31|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #129 SERVER0 @ site 1 -> TEAM8 @ site 1
200215 150533.660|INFO|Thread-32|info| receiveObject(S) start got Packet[RUN_CHECKOUT_NOTIFICATION] #132 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 150533.660|INFO|Thread-32|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #132, o#132 ) recieveObject
200215 150533.660|INFO|Thread-32|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 150533.660|INFO|Thread-32|dumpPacket|    To: JUDGE2 @ site 1
200215 150533.660|INFO|Thread-32|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE2 @ site 1
200215 150533.660|INFO|Thread-32|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 5 BEING_JUDGED 5 min 331363ms from TEAM8 @ site 1 id Run-1280937006300585278 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 150533.660|INFO|Thread-32|info|handlePacket start Packet[RUN_CHECKOUT_NOTIFICATION] #132 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 150533.660|INFO|Thread-32|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #132, o#132 ) handlePacket
200215 150533.660|INFO|Thread-32|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 150533.660|INFO|Thread-32|dumpPacket|    To: JUDGE2 @ site 1
200215 150533.660|INFO|Thread-32|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE2 @ site 1
200215 150533.660|INFO|Thread-32|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 5 BEING_JUDGED 5 min 331363ms from TEAM8 @ site 1 id Run-1280937006300585278 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 150533.661|INFO|Thread-32|info|handlePacket end Packet[RUN_CHECKOUT_NOTIFICATION] #132 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 150533.661|INFO|Thread-32|info| receiveObject(S) end   got Packet[RUN_CHECKOUT_NOTIFICATION] #132 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 150533.674|FINE|AWT-EventQueue-0|generateOutput|Sending output to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html
200215 150533.699|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/pc2export.dat succeeded.
200215 150533.708|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/full.html succeeded.
200215 150533.721|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/summary.html succeeded.
200215 150533.738|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/index.html succeeded.
200215 150533.745|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/fullnums.html succeeded.
200215 150533.760|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumtime.html succeeded.
200215 150533.772|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/iScoreBoard.php succeeded.
200215 150533.784|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumatt.html succeeded.
200215 150535.235|INFO|Thread-33|info| receiveObject(S) start got Packet[RUN_JUDGEMENT_UPDATE] #133 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 150535.235|INFO|Thread-33|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #133, o#133 ) recieveObject
200215 150535.235|INFO|Thread-33|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 150535.235|INFO|Thread-33|dumpPacket|    To: SERVER0 @ site 0
200215 150535.235|INFO|Thread-33|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE2 @ site 1
200215 150535.235|INFO|Thread-33|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 5 MANUAL_REVIEW 5 min 331363ms from TEAM8 @ site 1 id Run-1280937006300585278 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 150535.235|INFO|Thread-33|info|handlePacket start Packet[RUN_JUDGEMENT_UPDATE] #133 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 150535.235|INFO|Thread-33|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #133, o#133 ) handlePacket
200215 150535.235|INFO|Thread-33|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 150535.235|INFO|Thread-33|dumpPacket|    To: SERVER0 @ site 0
200215 150535.235|INFO|Thread-33|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE2 @ site 1
200215 150535.235|INFO|Thread-33|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 5 MANUAL_REVIEW 5 min 331363ms from TEAM8 @ site 1 id Run-1280937006300585278 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 150535.236|INFO|Thread-33|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT_UPDATE] #133 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 150535.252|FINE|AWT-EventQueue-0|generateOutput|Sending output to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html
200215 150535.262|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/pc2export.dat succeeded.
200215 150535.270|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/full.html succeeded.
200215 150535.289|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/summary.html succeeded.
200215 150535.335|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/index.html succeeded.
200215 150535.343|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/fullnums.html succeeded.
200215 150535.352|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumtime.html succeeded.
200215 150535.362|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/iScoreBoard.php succeeded.
200215 150535.375|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumatt.html succeeded.
200215 150557.634|INFO|Thread-34|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #134 SERVER0 @ site 1 -> TEAM5 @ site 1
200215 150557.635|INFO|Thread-34|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #134, o#134 ) recieveObject
200215 150557.635|INFO|Thread-34|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 150557.635|INFO|Thread-34|dumpPacket|    To: TEAM5 @ site 1
200215 150557.635|INFO|Thread-34|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 6 QUEUED_FOR_COMPUTER_JUDGEMENT 5 min 355936ms from TEAM5 @ site 1 id Run-4566887435651281959 problem Brianna--7577449560812566265 lang Java-7638789713309008913
200215 150557.635|INFO|Thread-34|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #134 SERVER0 @ site 1 -> TEAM5 @ site 1
200215 150557.635|INFO|Thread-34|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #134, o#134 ) handlePacket
200215 150557.635|INFO|Thread-34|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 150557.635|INFO|Thread-34|dumpPacket|    To: TEAM5 @ site 1
200215 150557.635|INFO|Thread-34|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 6 QUEUED_FOR_COMPUTER_JUDGEMENT 5 min 355936ms from TEAM5 @ site 1 id Run-4566887435651281959 problem Brianna--7577449560812566265 lang Java-7638789713309008913
200215 150557.636|INFO|Thread-34|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #134 SERVER0 @ site 1 -> TEAM5 @ site 1
200215 150558.539|INFO|Thread-35|info| receiveObject(S) start got Packet[RUN_CHECKOUT_NOTIFICATION] #137 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 150558.540|INFO|Thread-35|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #137, o#137 ) recieveObject
200215 150558.540|INFO|Thread-35|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 150558.540|INFO|Thread-35|dumpPacket|    To: JUDGE1 @ site 1
200215 150558.540|INFO|Thread-35|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 150558.540|INFO|Thread-35|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 6 BEING_JUDGED 5 min 355936ms from TEAM5 @ site 1 id Run-4566887435651281959 problem Brianna--7577449560812566265 lang Java-7638789713309008913
200215 150558.540|INFO|Thread-35|info|handlePacket start Packet[RUN_CHECKOUT_NOTIFICATION] #137 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 150558.540|INFO|Thread-35|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #137, o#137 ) handlePacket
200215 150558.540|INFO|Thread-35|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 150558.540|INFO|Thread-35|dumpPacket|    To: JUDGE1 @ site 1
200215 150558.540|INFO|Thread-35|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 150558.541|INFO|Thread-35|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 6 BEING_JUDGED 5 min 355936ms from TEAM5 @ site 1 id Run-4566887435651281959 problem Brianna--7577449560812566265 lang Java-7638789713309008913
200215 150558.541|INFO|Thread-35|info|handlePacket end Packet[RUN_CHECKOUT_NOTIFICATION] #137 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 150558.541|INFO|Thread-35|info| receiveObject(S) end   got Packet[RUN_CHECKOUT_NOTIFICATION] #137 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 150558.563|FINE|AWT-EventQueue-0|generateOutput|Sending output to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html
200215 150558.577|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/pc2export.dat succeeded.
200215 150558.586|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/full.html succeeded.
200215 150558.611|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/summary.html succeeded.
200215 150558.636|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/index.html succeeded.
200215 150558.670|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/fullnums.html succeeded.
200215 150558.699|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumtime.html succeeded.
200215 150558.724|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/iScoreBoard.php succeeded.
200215 150558.744|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumatt.html succeeded.
200215 150559.675|INFO|Thread-36|info| receiveObject(S) start got Packet[RUN_JUDGEMENT_UPDATE] #138 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 150559.675|INFO|Thread-36|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #138, o#138 ) recieveObject
200215 150559.676|INFO|Thread-36|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 150559.676|INFO|Thread-36|dumpPacket|    To: SERVER0 @ site 0
200215 150559.676|INFO|Thread-36|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 150559.676|INFO|Thread-36|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 6 MANUAL_REVIEW 5 min 355936ms from TEAM5 @ site 1 id Run-4566887435651281959 problem Brianna--7577449560812566265 lang Java-7638789713309008913
200215 150559.676|INFO|Thread-36|info|handlePacket start Packet[RUN_JUDGEMENT_UPDATE] #138 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 150559.676|INFO|Thread-36|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #138, o#138 ) handlePacket
200215 150559.676|INFO|Thread-36|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 150559.676|INFO|Thread-36|dumpPacket|    To: SERVER0 @ site 0
200215 150559.676|INFO|Thread-36|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 150559.676|INFO|Thread-36|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 6 MANUAL_REVIEW 5 min 355936ms from TEAM5 @ site 1 id Run-4566887435651281959 problem Brianna--7577449560812566265 lang Java-7638789713309008913
200215 150559.676|INFO|Thread-36|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT_UPDATE] #138 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 150559.692|FINE|AWT-EventQueue-0|generateOutput|Sending output to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html
200215 150559.732|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/pc2export.dat succeeded.
200215 150559.740|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/full.html succeeded.
200215 150559.758|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/summary.html succeeded.
200215 150559.776|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/index.html succeeded.
200215 150559.785|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/fullnums.html succeeded.
200215 150559.797|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumtime.html succeeded.
200215 150559.810|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/iScoreBoard.php succeeded.
200215 150559.822|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumatt.html succeeded.
200215 150606.836|INFO|Thread-37|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #139 SERVER0 @ site 1 -> TEAM7 @ site 1
200215 150606.836|INFO|Thread-37|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #139, o#139 ) recieveObject
200215 150606.836|INFO|Thread-37|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 150606.836|INFO|Thread-37|dumpPacket|    To: TEAM7 @ site 1
200215 150606.836|INFO|Thread-37|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 7 QUEUED_FOR_COMPUTER_JUDGEMENT 6 min 365146ms from TEAM7 @ site 1 id Run-6058504459577923865 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 150606.837|INFO|Thread-37|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #139 SERVER0 @ site 1 -> TEAM7 @ site 1
200215 150606.837|INFO|Thread-37|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #139, o#139 ) handlePacket
200215 150606.837|INFO|Thread-37|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 150606.837|INFO|Thread-37|dumpPacket|    To: TEAM7 @ site 1
200215 150606.837|INFO|Thread-37|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 7 QUEUED_FOR_COMPUTER_JUDGEMENT 6 min 365146ms from TEAM7 @ site 1 id Run-6058504459577923865 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 150606.837|INFO|Thread-37|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #139 SERVER0 @ site 1 -> TEAM7 @ site 1
200215 150607.490|INFO|Thread-38|info| receiveObject(S) start got Packet[RUN_CHECKOUT_NOTIFICATION] #142 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 150607.490|INFO|Thread-38|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #142, o#142 ) recieveObject
200215 150607.490|INFO|Thread-38|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 150607.490|INFO|Thread-38|dumpPacket|    To: JUDGE1 @ site 1
200215 150607.490|INFO|Thread-38|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 150607.490|INFO|Thread-38|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 7 BEING_JUDGED 6 min 365146ms from TEAM7 @ site 1 id Run-6058504459577923865 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 150607.490|INFO|Thread-38|info|handlePacket start Packet[RUN_CHECKOUT_NOTIFICATION] #142 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 150607.490|INFO|Thread-38|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #142, o#142 ) handlePacket
200215 150607.490|INFO|Thread-38|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 150607.491|INFO|Thread-38|dumpPacket|    To: JUDGE1 @ site 1
200215 150607.491|INFO|Thread-38|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 150607.491|INFO|Thread-38|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 7 BEING_JUDGED 6 min 365146ms from TEAM7 @ site 1 id Run-6058504459577923865 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 150607.491|INFO|Thread-38|info|handlePacket end Packet[RUN_CHECKOUT_NOTIFICATION] #142 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 150607.491|INFO|Thread-38|info| receiveObject(S) end   got Packet[RUN_CHECKOUT_NOTIFICATION] #142 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 150607.510|FINE|AWT-EventQueue-0|generateOutput|Sending output to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html
200215 150607.522|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/pc2export.dat succeeded.
200215 150607.537|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/full.html succeeded.
200215 150607.568|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/summary.html succeeded.
200215 150607.586|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/index.html succeeded.
200215 150607.596|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/fullnums.html succeeded.
200215 150607.608|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumtime.html succeeded.
200215 150607.619|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/iScoreBoard.php succeeded.
200215 150607.635|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumatt.html succeeded.
200215 150608.583|INFO|Thread-39|info| receiveObject(S) start got Packet[RUN_JUDGEMENT_UPDATE] #143 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 150608.584|INFO|Thread-39|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #143, o#143 ) recieveObject
200215 150608.584|INFO|Thread-39|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 150608.584|INFO|Thread-39|dumpPacket|    To: SERVER0 @ site 0
200215 150608.584|INFO|Thread-39|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 150608.584|INFO|Thread-39|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 7 MANUAL_REVIEW 6 min 365146ms from TEAM7 @ site 1 id Run-6058504459577923865 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 150608.584|INFO|Thread-39|info|handlePacket start Packet[RUN_JUDGEMENT_UPDATE] #143 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 150608.584|INFO|Thread-39|dumpPacket|Packet RUN_JUDGEMENT_UPDATE (Seq #143, o#143 ) handlePacket
200215 150608.584|INFO|Thread-39|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 150608.584|INFO|Thread-39|dumpPacket|    To: SERVER0 @ site 0
200215 150608.584|INFO|Thread-39|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 150608.584|INFO|Thread-39|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 7 MANUAL_REVIEW 6 min 365146ms from TEAM7 @ site 1 id Run-6058504459577923865 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 150608.584|INFO|Thread-39|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT_UPDATE] #143 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 150608.614|FINE|AWT-EventQueue-0|generateOutput|Sending output to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html
200215 150608.631|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/pc2export.dat succeeded.
200215 150608.640|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/full.html succeeded.
200215 150608.660|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/summary.html succeeded.
200215 150608.680|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/index.html succeeded.
200215 150608.690|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/fullnums.html succeeded.
200215 150608.704|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumtime.html succeeded.
200215 150608.716|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/iScoreBoard.php succeeded.
200215 150608.729|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumatt.html succeeded.
200215 150619.258|INFO|Thread-40|info| receiveObject(S) start got Packet[RUN_CHECKOUT_NOTIFICATION] #145 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 150619.259|INFO|Thread-40|dumpPacket|Packet RUN_CHECKOUT_NOTIFICATION (Seq #145, o#145 ) recieveObject
200215 150619.259|INFO|Thread-40|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 150619.260|INFO|Thread-40|dumpPacket|    To: JUDGE1 @ site 1
200215 150619.260|INFO|Thread-40|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
