200215 134225.556|CONFIG|main|setFileHandlers|Now logging to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/profiles/P43c08821-5a55-4a01-8984-c54f506e09d2/logs directory.
200215 152135.305|DEBUG|Thread-1180|logDebugMessage|Run Event Run 31 JUDGED 21 min 1272115ms from TEAM7 @ site 1 id Run--2139175650194834355 problem Nitin-6939264933611729553 lang Java-7638789713309008913 CHANGED 
200215 152135.305|INFO|Thread-1180|info|sendToClient b4 to TEAM7 @ site 1 Packet[RUN_JUDGEMENT] #379 SERVER0 @ site 1 -> TEAM7 @ site 1
200215 152135.305|INFO|Thread-1180|info|sendToClient SERVER0 @ site 1 Socket[addr=/192.168.1.17,port=50398,localport=50002]--4474628347764011208
200215 152135.305|INFO|Thread-1180|info|sendToClient (send) TEAM7 @ site 1 Packet[RUN_JUDGEMENT] #379 SERVER0 @ site 1 -> TEAM7 @ site 1 Socket[addr=/192.168.1.17,port=50398,localport=50002]--4474628347764011208
200215 152135.305|INFO|Thread-1180|info|sendToClient af to TEAM7 @ site 1 Packet[RUN_JUDGEMENT] #379 SERVER0 @ site 1 -> TEAM7 @ site 1
200215 152135.305|INFO|Thread-1180|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #380 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=64762,localport=50002]-3524837752961541192
200215 152135.306|INFO|Thread-1180|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #380 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 152135.306|INFO|Thread-1180|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #380 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/192.168.1.23,port=12564,localport=50002]-4447025522607732931
200215 152135.306|INFO|Thread-1180|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #380 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=64761,localport=50002]--3676650007192264914
200215 152135.306|INFO|Thread-1180|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #380 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=64763,localport=50002]-7581957894267715720
200215 152135.306|INFO|Thread-1180|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 152136.601|INFO|Thread-1187|info|receiveObject start got Packet[RUN_REQUEST] #18 JUDGE3 @ site 1 -> SERVER0 @ site 1
200215 152136.601|INFO|Thread-1187|info|receiveObject Packet[RUN_REQUEST] #18 JUDGE3 @ site 1 -> SERVER0 @ site 1
200215 152136.601|INFO|Thread-1187|info|handlePacket start Packet[RUN_REQUEST] #18 JUDGE3 @ site 1 -> SERVER0 @ site 1
200215 152136.601|INFO|Thread-1187|dumpPacket|Packet RUN_REQUEST (Seq #18, o#18 ) handlePacket
200215 152136.601|INFO|Thread-1187|dumpPacket|  From: JUDGE3 @ site 1, oJUDGE3 @ site 1 (Azrael @ 192.168.1.23) (Contest Id: Default-3737554909911913459)
200215 152136.602|INFO|Thread-1187|dumpPacket|    To: SERVER0 @ site 1
200215 152136.602|INFO|Thread-1187|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE3 @ site 1
200215 152136.602|INFO|Thread-1187|dumpPacket|   key: READ_ONLY is: java.lang.Boolean false
200215 152136.602|INFO|Thread-1187|dumpPacket|   key: COMPUTER_JUDGE is: java.lang.Boolean false
200215 152136.602|INFO|Thread-1187|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 30 MANUAL_REVIEW 21 min 1269136ms from TEAM13 @ site 1 id Run--104009853558688668 problem Brianna--7577449560812566265 lang Java-7638789713309008913
200215 152136.610|INFO|Thread-1187|info|sendToClient b4 to JUDGE3 @ site 1 Packet[RUN_CHECKOUT] #381 SERVER0 @ site 1 -> JUDGE3 @ site 1
200215 152136.610|INFO|Thread-1187|info|sendToClient SERVER0 @ site 1 Socket[addr=/192.168.1.23,port=12564,localport=50002]-4447025522607732931
200215 152136.610|INFO|Thread-1187|info|sendToClient (send) JUDGE3 @ site 1 Packet[RUN_CHECKOUT] #381 SERVER0 @ site 1 -> JUDGE3 @ site 1 Socket[addr=/192.168.1.23,port=12564,localport=50002]-4447025522607732931
200215 152136.610|INFO|Thread-1187|info|sendToClient af to JUDGE3 @ site 1 Packet[RUN_CHECKOUT] #381 SERVER0 @ site 1 -> JUDGE3 @ site 1
200215 152136.610|INFO|Thread-1187|info|sendToClient (send) JUDGE3 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #382 SERVER0 @ site 1 -> JUDGE3 @ site 1 Socket[addr=/127.0.0.1,port=64762,localport=50002]-3524837752961541192
200215 152136.611|INFO|Thread-1187|info|sendToClient (send) JUDGE3 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #382 SERVER0 @ site 1 -> JUDGE3 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 152136.611|INFO|Thread-1187|info|sendToClient (send) JUDGE3 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #382 SERVER0 @ site 1 -> JUDGE3 @ site 1 Socket[addr=/192.168.1.23,port=12564,localport=50002]-4447025522607732931
200215 152136.611|INFO|Thread-1187|info|sendToClient (send) JUDGE3 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #382 SERVER0 @ site 1 -> JUDGE3 @ site 1 Socket[addr=/127.0.0.1,port=64761,localport=50002]--3676650007192264914
200215 152136.612|INFO|Thread-1187|info|sendToClient (send) JUDGE3 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #382 SERVER0 @ site 1 -> JUDGE3 @ site 1 Socket[addr=/127.0.0.1,port=64763,localport=50002]-7581957894267715720
200215 152136.612|INFO|Thread-1187|info|handlePacket end Packet[RUN_REQUEST] #18 JUDGE3 @ site 1 -> SERVER0 @ site 1
200215 152136.612|INFO|Thread-1187|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 152138.456|INFO|Thread-1194|info|receiveObject start got Packet[RUN_JUDGEMENT] #19 JUDGE3 @ site 1 -> SERVER0 @ site 1
200215 152138.457|INFO|Thread-1194|info|receiveObject Packet[RUN_JUDGEMENT] #19 JUDGE3 @ site 1 -> SERVER0 @ site 1
200215 152138.457|INFO|Thread-1194|info|handlePacket start Packet[RUN_JUDGEMENT] #19 JUDGE3 @ site 1 -> SERVER0 @ site 1
200215 152138.457|INFO|Thread-1194|dumpPacket|Packet RUN_JUDGEMENT (Seq #19, o#19 ) handlePacket
200215 152138.457|INFO|Thread-1194|dumpPacket|  From: JUDGE3 @ site 1, oJUDGE3 @ site 1 (Azrael @ 192.168.1.23) (Contest Id: Default-3737554909911913459)
200215 152138.457|INFO|Thread-1194|dumpPacket|    To: SERVER0 @ site 1
200215 152138.457|INFO|Thread-1194|dumpPacket|   key: RUN_RESULTS_FILE is: edu.csus.ecs.pc2.core.model.RunResultFiles edu.csus.ecs.pc2.core.model.RunResultFiles@f0a99c0
200215 152138.457|INFO|Thread-1194|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE3 @ site 1 judgement Yes-4189952585709361773 id JudgementRecord--1023172790357564268
200215 152138.457|INFO|Thread-1194|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE3 @ site 1
200215 152138.457|INFO|Thread-1194|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 30 JUDGED 21 min 1269136ms from TEAM13 @ site 1 id Run--104009853558688668 problem Brianna--7577449560812566265 lang Java-7638789713309008913
200215 152138.462|DEBUG|Thread-1194|logDebugMessage|Run Event Run 30 JUDGED 21 min 1269136ms from TEAM13 @ site 1 id Run--104009853558688668 problem Brianna--7577449560812566265 lang Java-7638789713309008913 CHANGED 
200215 152138.463|INFO|Thread-1194|info|sendToClient b4 to TEAM13 @ site 1 Packet[RUN_JUDGEMENT] #383 SERVER0 @ site 1 -> TEAM13 @ site 1
200215 152138.463|INFO|Thread-1194|info|sendToClient SERVER0 @ site 1 Socket[addr=/192.168.1.9,port=57201,localport=50002]-585546737725242819
200215 152138.463|INFO|Thread-1194|info|sendToClient (send) TEAM13 @ site 1 Packet[RUN_JUDGEMENT] #383 SERVER0 @ site 1 -> TEAM13 @ site 1 Socket[addr=/192.168.1.9,port=57201,localport=50002]-585546737725242819
200215 152138.463|INFO|Thread-1194|info|sendToClient af to TEAM13 @ site 1 Packet[RUN_JUDGEMENT] #383 SERVER0 @ site 1 -> TEAM13 @ site 1
200215 152138.463|INFO|Thread-1194|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #384 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=64762,localport=50002]-3524837752961541192
200215 152138.463|INFO|Thread-1194|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #384 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 152138.463|INFO|Thread-1194|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #384 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/192.168.1.23,port=12564,localport=50002]-4447025522607732931
200215 152138.464|INFO|Thread-1194|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #384 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=64761,localport=50002]--3676650007192264914
200215 152138.464|INFO|Thread-1194|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #384 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=64763,localport=50002]-7581957894267715720
200215 152138.464|INFO|Thread-1194|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 152139.076|INFO|Thread-1201|info|receiveObject start got Packet[FETCH_RUN] #35 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152139.076|INFO|Thread-1201|info|receiveObject Packet[FETCH_RUN] #35 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152139.076|INFO|Thread-1201|info|handlePacket start Packet[FETCH_RUN] #35 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152139.076|INFO|Thread-1201|dumpPacket|Packet FETCH_RUN (Seq #35, o#35 ) handlePacket
200215 152139.077|INFO|Thread-1201|dumpPacket|  From: JUDGE2 @ site 1, oJUDGE2 @ site 1 (DESKTOP-NNF5Q7D @ 192.168.1.12) (Contest Id: Default-3737554909911913459)
200215 152139.077|INFO|Thread-1201|dumpPacket|    To: SERVER0 @ site 1
200215 152139.077|INFO|Thread-1201|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE2 @ site 1
200215 152139.077|INFO|Thread-1201|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 7 JUDGED 6 min 365146ms from TEAM7 @ site 1 id Run-6058504459577923865 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 152139.080|INFO|Thread-1201|info|sendToClient b4 to JUDGE2 @ site 1 Packet[FETCHED_REQUESTED_RUN] #385 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 152139.080|INFO|Thread-1201|info|sendToClient SERVER0 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 152139.080|INFO|Thread-1201|info|sendToClient (send) JUDGE2 @ site 1 Packet[FETCHED_REQUESTED_RUN] #385 SERVER0 @ site 1 -> JUDGE2 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 152139.080|INFO|Thread-1201|info|sendToClient af to JUDGE2 @ site 1 Packet[FETCHED_REQUESTED_RUN] #385 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 152139.080|INFO|Thread-1201|info|handlePacket end Packet[FETCH_RUN] #35 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152139.080|INFO|Thread-1201|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 152157.507|INFO|Thread-1203|info|receiveObject start got Packet[FETCH_RUN] #36 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152157.507|INFO|Thread-1203|info|receiveObject Packet[FETCH_RUN] #36 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152157.507|INFO|Thread-1203|info|handlePacket start Packet[FETCH_RUN] #36 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152157.507|INFO|Thread-1203|dumpPacket|Packet FETCH_RUN (Seq #36, o#36 ) handlePacket
200215 152157.507|INFO|Thread-1203|dumpPacket|  From: JUDGE2 @ site 1, oJUDGE2 @ site 1 (DESKTOP-NNF5Q7D @ 192.168.1.12) (Contest Id: Default-3737554909911913459)
200215 152157.507|INFO|Thread-1203|dumpPacket|    To: SERVER0 @ site 1
200215 152157.507|INFO|Thread-1203|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE2 @ site 1
200215 152157.508|INFO|Thread-1203|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 8 JUDGED 6 min 397991ms from TEAM3 @ site 1 id Run-1253261201452758211 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 152157.516|INFO|Thread-1203|info|sendToClient b4 to JUDGE2 @ site 1 Packet[FETCHED_REQUESTED_RUN] #386 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 152157.516|INFO|Thread-1203|info|sendToClient SERVER0 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 152157.516|INFO|Thread-1203|info|sendToClient (send) JUDGE2 @ site 1 Packet[FETCHED_REQUESTED_RUN] #386 SERVER0 @ site 1 -> JUDGE2 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 152157.517|INFO|Thread-1203|info|sendToClient af to JUDGE2 @ site 1 Packet[FETCHED_REQUESTED_RUN] #386 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 152157.517|INFO|Thread-1203|info|handlePacket end Packet[FETCH_RUN] #36 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152157.517|INFO|Thread-1203|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 152227.147|INFO|Thread-1205|info|receiveObject start got Packet[FETCH_RUN] #37 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152227.147|INFO|Thread-1205|info|receiveObject Packet[FETCH_RUN] #37 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152227.147|INFO|Thread-1205|info|handlePacket start Packet[FETCH_RUN] #37 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152227.147|INFO|Thread-1205|dumpPacket|Packet FETCH_RUN (Seq #37, o#37 ) handlePacket
200215 152227.147|INFO|Thread-1205|dumpPacket|  From: JUDGE2 @ site 1, oJUDGE2 @ site 1 (DESKTOP-NNF5Q7D @ 192.168.1.12) (Contest Id: Default-3737554909911913459)
200215 152227.147|INFO|Thread-1205|dumpPacket|    To: SERVER0 @ site 1
200215 152227.147|INFO|Thread-1205|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE2 @ site 1
200215 152227.147|INFO|Thread-1205|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 10 JUDGED 7 min 452934ms from TEAM4 @ site 1 id Run-8926111387072268526 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 152227.151|INFO|Thread-1205|info|sendToClient b4 to JUDGE2 @ site 1 Packet[FETCHED_REQUESTED_RUN] #387 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 152227.151|INFO|Thread-1205|info|sendToClient SERVER0 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 152227.151|INFO|Thread-1205|info|sendToClient (send) JUDGE2 @ site 1 Packet[FETCHED_REQUESTED_RUN] #387 SERVER0 @ site 1 -> JUDGE2 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 152227.152|INFO|Thread-1205|info|sendToClient af to JUDGE2 @ site 1 Packet[FETCHED_REQUESTED_RUN] #387 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 152227.152|INFO|Thread-1205|info|handlePacket end Packet[FETCH_RUN] #37 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152227.152|INFO|Thread-1205|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 152239.311|INFO|Thread-1207|info|receiveObject start got Packet[FETCH_RUN] #38 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152239.311|INFO|Thread-1207|info|receiveObject Packet[FETCH_RUN] #38 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152239.312|INFO|Thread-1207|info|handlePacket start Packet[FETCH_RUN] #38 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152239.312|INFO|Thread-1207|dumpPacket|Packet FETCH_RUN (Seq #38, o#38 ) handlePacket
200215 152239.312|INFO|Thread-1207|dumpPacket|  From: JUDGE2 @ site 1, oJUDGE2 @ site 1 (DESKTOP-NNF5Q7D @ 192.168.1.12) (Contest Id: Default-3737554909911913459)
200215 152239.312|INFO|Thread-1207|dumpPacket|    To: SERVER0 @ site 1
200215 152239.312|INFO|Thread-1207|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE2 @ site 1
200215 152239.312|INFO|Thread-1207|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 11 JUDGED 7 min 458535ms from TEAM9 @ site 1 id Run--967100327498050779 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 152239.318|INFO|Thread-1207|info|sendToClient b4 to JUDGE2 @ site 1 Packet[FETCHED_REQUESTED_RUN] #388 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 152239.318|INFO|Thread-1207|info|sendToClient SERVER0 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 152239.318|INFO|Thread-1207|info|sendToClient (send) JUDGE2 @ site 1 Packet[FETCHED_REQUESTED_RUN] #388 SERVER0 @ site 1 -> JUDGE2 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 152239.318|INFO|Thread-1207|info|sendToClient af to JUDGE2 @ site 1 Packet[FETCHED_REQUESTED_RUN] #388 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 152239.318|INFO|Thread-1207|info|handlePacket end Packet[FETCH_RUN] #38 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152239.318|INFO|Thread-1207|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 152248.911|INFO|Thread-1209|info|receiveObject start got Packet[FETCH_RUN] #39 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152248.911|INFO|Thread-1209|info|receiveObject Packet[FETCH_RUN] #39 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152248.912|INFO|Thread-1209|info|handlePacket start Packet[FETCH_RUN] #39 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152248.912|INFO|Thread-1209|dumpPacket|Packet FETCH_RUN (Seq #39, o#39 ) handlePacket
200215 152248.912|INFO|Thread-1209|dumpPacket|  From: JUDGE2 @ site 1, oJUDGE2 @ site 1 (DESKTOP-NNF5Q7D @ 192.168.1.12) (Contest Id: Default-3737554909911913459)
200215 152248.912|INFO|Thread-1209|dumpPacket|    To: SERVER0 @ site 1
200215 152248.912|INFO|Thread-1209|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE2 @ site 1
200215 152248.912|INFO|Thread-1209|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 13 JUDGED 7 min 465288ms from TEAM12 @ site 1 id Run--8564030812539064343 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 152248.918|INFO|Thread-1209|info|sendToClient b4 to JUDGE2 @ site 1 Packet[FETCHED_REQUESTED_RUN] #389 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 152248.918|INFO|Thread-1209|info|sendToClient SERVER0 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 152248.918|INFO|Thread-1209|info|sendToClient (send) JUDGE2 @ site 1 Packet[FETCHED_REQUESTED_RUN] #389 SERVER0 @ site 1 -> JUDGE2 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 152248.918|INFO|Thread-1209|info|sendToClient af to JUDGE2 @ site 1 Packet[FETCHED_REQUESTED_RUN] #389 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 152248.918|INFO|Thread-1209|info|handlePacket end Packet[FETCH_RUN] #39 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152248.918|INFO|Thread-1209|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 152259.164|INFO|Thread-1211|info|receiveObject start got Packet[FETCH_RUN] #40 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152259.164|INFO|Thread-1211|info|receiveObject Packet[FETCH_RUN] #40 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152259.164|INFO|Thread-1211|info|handlePacket start Packet[FETCH_RUN] #40 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152259.164|INFO|Thread-1211|dumpPacket|Packet FETCH_RUN (Seq #40, o#40 ) handlePacket
200215 152259.164|INFO|Thread-1211|dumpPacket|  From: JUDGE2 @ site 1, oJUDGE2 @ site 1 (DESKTOP-NNF5Q7D @ 192.168.1.12) (Contest Id: Default-3737554909911913459)
200215 152259.164|INFO|Thread-1211|dumpPacket|    To: SERVER0 @ site 1
200215 152259.164|INFO|Thread-1211|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE2 @ site 1
200215 152259.164|INFO|Thread-1211|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 4 JUDGED 5 min 324716ms from TEAM11 @ site 1 id Run-8133748018836120186 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 152259.168|INFO|Thread-1211|info|sendToClient b4 to JUDGE2 @ site 1 Packet[FETCHED_REQUESTED_RUN] #390 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 152259.169|INFO|Thread-1211|info|sendToClient SERVER0 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 152259.169|INFO|Thread-1211|info|sendToClient (send) JUDGE2 @ site 1 Packet[FETCHED_REQUESTED_RUN] #390 SERVER0 @ site 1 -> JUDGE2 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 152259.169|INFO|Thread-1211|info|sendToClient af to JUDGE2 @ site 1 Packet[FETCHED_REQUESTED_RUN] #390 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 152259.169|INFO|Thread-1211|info|handlePacket end Packet[FETCH_RUN] #40 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152259.169|INFO|Thread-1211|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 152308.778|INFO|Thread-1213|info|receiveObject start got Packet[FETCH_RUN] #41 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152308.778|INFO|Thread-1213|info|receiveObject Packet[FETCH_RUN] #41 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152308.779|INFO|Thread-1213|info|handlePacket start Packet[FETCH_RUN] #41 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152308.779|INFO|Thread-1213|dumpPacket|Packet FETCH_RUN (Seq #41, o#41 ) handlePacket
200215 152308.779|INFO|Thread-1213|dumpPacket|  From: JUDGE2 @ site 1, oJUDGE2 @ site 1 (DESKTOP-NNF5Q7D @ 192.168.1.12) (Contest Id: Default-3737554909911913459)
200215 152308.779|INFO|Thread-1213|dumpPacket|    To: SERVER0 @ site 1
200215 152308.779|INFO|Thread-1213|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE2 @ site 1
200215 152308.779|INFO|Thread-1213|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 2 JUDGED 3 min 223631ms from TEAM8 @ site 1 id Run-1531041771857338396 problem Aran-6131645633740264719 lang Java-7638789713309008913
200215 152308.783|INFO|Thread-1213|info|sendToClient b4 to JUDGE2 @ site 1 Packet[FETCHED_REQUESTED_RUN] #391 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 152308.783|INFO|Thread-1213|info|sendToClient SERVER0 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 152308.784|INFO|Thread-1213|info|sendToClient (send) JUDGE2 @ site 1 Packet[FETCHED_REQUESTED_RUN] #391 SERVER0 @ site 1 -> JUDGE2 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 152308.784|INFO|Thread-1213|info|sendToClient af to JUDGE2 @ site 1 Packet[FETCHED_REQUESTED_RUN] #391 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 152308.784|INFO|Thread-1213|info|handlePacket end Packet[FETCH_RUN] #41 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 152308.784|INFO|Thread-1213|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 152741.159|INFO|Thread-1215|info|receiveObject start got Packet[RUN_SUBMISSION] #4 TEAM6 @ site 1 -> SERVER0 @ site 1
200215 152741.159|INFO|Thread-1215|info|receiveObject Packet[RUN_SUBMISSION] #4 TEAM6 @ site 1 -> SERVER0 @ site 1
200215 152741.159|INFO|Thread-1215|info|handlePacket start Packet[RUN_SUBMISSION] #4 TEAM6 @ site 1 -> SERVER0 @ site 1
200215 152741.159|INFO|Thread-1215|dumpPacket|Packet RUN_SUBMISSION (Seq #4, o#4 ) handlePacket
200215 152741.159|INFO|Thread-1215|dumpPacket|  From: TEAM6 @ site 1, oTEAM6 @ site 1 (Lenovo-JasonWu @ 172.17.29.241) (Contest Id: Default-3737554909911913459)
200215 152741.160|INFO|Thread-1215|dumpPacket|    To: SERVER0 @ site 1
200215 152741.160|INFO|Thread-1215|dumpPacket|   key: RUN_FILES is: edu.csus.ecs.pc2.core.model.RunFiles ["MainFile":"Guoliang.java","OtherFiles":[]]
200215 152741.160|INFO|Thread-1215|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 0 QUEUED_FOR_COMPUTER_JUDGEMENT 0 min 0ms from TEAM6 @ site 1 id Run-4650680903328754240 problem Guoliang-6834039785409387591 lang Java-7638789713309008913
200215 152741.170|DEBUG|Thread-1215|logDebugMessage|Run Event Run 32 QUEUED_FOR_COMPUTER_JUDGEMENT 27 min 1659482ms from TEAM6 @ site 1 id Run-4650680903328754240 problem Guoliang-6834039785409387591 lang Java-7638789713309008913 ADDED 
200215 152741.338|INFO|Thread-1215|info|sendToClient b4 to TEAM6 @ site 1 Packet[RUN_SUBMISSION_CONFIRM] #392 SERVER0 @ site 1 -> TEAM6 @ site 1
200215 152741.339|INFO|Thread-1215|info|sendToClient SERVER0 @ site 1 Socket[addr=/192.168.1.16,port=1438,localport=50002]--8386756703926258049
